title,author,isbn
On Strike Against God,Joanna Russ,9780895941862
"Life Is Short, Don't Wait to Dance: Advice and Inspiration from the UCLA Athletics Hall of Fame Coach of 7 NCAA Championship Teams","Valorie Kondos Field (Goodreads Author), Steve Cooper (With)",9781546077145
CINCO HISTORIAS De Animales Te Cuento: VAROLES MORALES / ENSEÑANZA PARA LA VIDA,"Loriette Silva - Lopez, Canvas imagenes Stock (Illustrator)",B07N45WW3W
Redemption of a Wolf,T.S. Joyce (Goodreads Author),B07GJLTDB5
Oops!: Helping Children Learn Accidentally,"Hywel Roberts, Ian Gilbert (Foreword)",9781781350096
The Roman Catholic Controversy,James R. White,9781556618192
The Secret Diaries of Miss Anne Lister,"Anne Lister, Helena Whitbread (Goodreads Author) (Editor)",9999999999999
Sonnets to Orpheus,"Rainer Maria Rilke, Mary Dows Herter Norton (Translator)",9780393328851
Jane Austen: The Complete Collection,Jane Austen,B0037KN05C
Jakke,Hannah Davenport (Goodreads Author),B01GTFE2BW
Chariots of Fire,William J. Weatherby,9780060692827
An Elephant in the Garden,"Michael Morpurgo, Michael Foreman (Illustrator)",9780007339587
Before the Dawn,"Tōson Shimazaki, William E. Naff (Translator)",9780824811648
A Natural History of the Senses,Diane Ackerman (Goodreads Author),9780679735663
Hamlet as Told on the Street,Shel Silverstein,9999999999999
Last Shot: A Final Four Mystery,John Feinstein,9780553494600
"Olive, the Other Reindeer","J. Otto Seibold (Author/Illustrator), Vivian Walsh",9780811818070
The Journal of Albion Moonlight,Kenneth Patchen,9780811201445
The Book Of Secrets,Fiona Kidman,9780434392018
Epistemology of the Closet,Eve Kosofsky Sedgwick,9780520078741
The Inn at Lake Devine,Elinor Lipman (Goodreads Author),9780375704857
8 Plus 1,Robert Cormier,9780881030181
Bare Bones,Kathy Reichs (Goodreads Author),9780743453004
Guignol's Band,"Louis-Ferdinand Céline, Bernard Frechtman (Translator), Jack T. Nile (Translator)",9780811200189
A Miracle of Catfish,Larry Brown,9781565125360
Gallant Bride,Jane Peart,9780310670018
Shambling Towards Hiroshima,James K. Morrow,9781892391841
Peepshow,Leigh Redhead,9783453545090
Lord of Thunder,Andre Norton,9780140470628
The Secret Lore of Magic,Idries Shah,9780712635424
Entombed,Linda Fairstein (Goodreads Author),9780743482271
"Tom Strong, Book 6","Alan Moore (Goodreads Author), Michael Moorcock, Joe Casey, Chris Sprouse (Illustrator), Jerry Ordway (Illustrator), Ben Oliver (Illustrator)",9781401211080
My Pants Are Haunted,Jim Benton,9780439629058
Must You Go?: My Life with Harold Pinter,Antonia Fraser,9780297859710
Everything Beautiful Began After,Simon Van Booy (Goodreads Author),9780061661488
River Cottage Veg Every Day!,"Hugh Fearnley-Whittingstall, Simon Wheeler (Photographer), Mariko Jesse (Illustrator)",9781408812129
Whiplash,Catherine Coulter (Goodreads Author),9780399156533
Disney's The Little Mermaid: Classic Storybook,"Sheryl Kahn, Walt Disney Company",9781570827273
Against The Tide,John F. Hanley (Goodreads Author),9781780882987
Inside the Illusion,Katherine Applegate,9780590878555
England's Rose: An Audio Trubute to Princess Diana,Jan Ferrington,9781885959553
$20 Per Gallon: How the Inevitable Rise in the Price of Gasoline Will Change Our Lives for the Better,Christopher Steiner,9780446549547
Долина совести,"Marina Dyachenko, Sergey Dyachenko",9785425037879
The First Casualty: The War Correspondent as Hero & Myth-maker from the Crimea to Iraq,Phillip Knightley,9780801880308
Tropic of Orange,Karen Tei Yamashita,9781566890649
Loretta Lynn: Coal Miner's Daughter,"Loretta Lynn, George Vecsey",9780306810374
The Lost Get-Back Boogie,James Lee Burke,9781416517061
Dancing With Werewolves,Carole Nelson Douglas (Goodreads Author),9780809572038
The Watcher,Jeanne C. Stein,9780441015467
Real Ugly,C.M. Stunich (Goodreads Author),B00DB7419K
When You Were Here,Daisy Whitney,B00A2CF5KQ
The Boys from Little Mexico: A Season Chasing the American Dream,Steve Wilson,9780807021675
The Elements of Effort: Reflections on the Art and Science of Running,John Jerome,9780671023706
Echoes: Part One of Echoes & Silence,Angela M. Hudson (Goodreads Author),9780987192578
In the Time of Dragon Moon,Janet Lee Carey (Goodreads Author),9780803738102
This New Ocean: The Story of the First Space Age,William E. Burrows,9780375754852
Perfect Opposite,Zoya Tessi (Goodreads Author),B00HNF3ZV6
The Golden Transcendence,John C. Wright,9780765349088
Crystal Rain,Tobias S. Buckell (Goodreads Author),9780765312273
Night Magic,Charlotte Vale Allen,9780965743730
یک عاشقانه آرام,Nader Ebrahimi,9789645529121
The Major Works,"Samuel Taylor Coleridge, H.J. Jackson (Editor)",9780199537914
"Üç Anadolu Efsanesi - Köroğlu, Karacaoğlan, Alageyik",Yaşar Kemal,9789750807459
Chasing Rhodes,Anne Jolin (Goodreads Author),9999999999999
"Nature Via Nurture: Genes, Experience and What Makes Us Human",Matt Ridley,9781841157467
Frisch entführt ist halb gewonnen,Michaela Grünig,9783426897492
Taking the Fall: Vol 3,Alexa Riley (Goodreads Author),B00X68HDRQ
The Nutmeg of Consolation,Patrick O'Brian,9780393309065
The Old Contemptibles,Martha Grimes (Goodreads Author),9780451412133
Celebrity,Thomas Thompson,9780446322164
Beauty and the Beast: Diary of a Film,"Jean Cocteau, George Amberg (Adapted by)",9780486227764
One Hundred Ways for a Cat to Train Its Human,Celia Haddon,9780340786055
A Lady of Esteem,Kristi Ann Hunter (Goodreads Author),B00VQR2NOW
"The Abruzzo Trilogy: Fontamara, Bread and Wine, The Seed Beneath the Snow","Ignazio Silone, Eric Mosbacher (Translator), Alexander Stille (Foreword by)",9781586420062
The Aylesford Skull,James P. Blaylock,9780857689795
"Steps to an Ecology of Mind: Collected Essays in Anthropology, Psychiatry, Evolution, and Epistemology","Gregory Bateson, Mary Catherine Bateson (Foreword by)",9780226039053
The Girl with the Make-Believe Husband,Julia Quinn (Goodreads Author),9780062388186
Reckless,"Tilly Bagshawe, Sidney Sheldon",9780062304056
Bellas historias te cuento De Animales: LOS VALORES MORALES,"Loriette Silva - Lopez, Canvas imagenes aptas para contenido comercial Canvas stock",B07MHGP6KC
For the Pride of a Crow,T.S. Joyce (Goodreads Author),B07FLWWBB6
Fabricating Jesus: How Modern Scholars Distort the Gospels,Craig A. Evans,9780830833184
They Called Us Enemy,"George Takei (co-writer), Justin Eisinger (co-writer), Steven Scott (co-writer), Harmony Becker (Artist)",9781603094504
Fated Mates,Alicia Montgomery (Goodreads Author),B01KECQ3DG
Czarne nenufary,Michel Bussi,9788379435906
Lord John and the Hellfire Club,"Diana Gabaldon (Goodreads Author), Jeff Woodman",9781402559815
Veganomicon: The Ultimate Vegan Cookbook,"Isa Chandra Moskowitz (Goodreads Author), Terry Hope Romero",9781569242643
Vanishing Act: Mystery at the U.S. Open,John Feinstein,9780375835926
Slugs in Love,"Susan Pearson, Kevin O'Malley (Illustrator)",9780761453116
Your Big Break,Johanna Edwards (Goodreads Author),9780425207840
The Captive Wife,Fiona Kidman,9781869416867
Between Men: English Literature and Male Homosocial Desire,"Eve Kosofsky Sedgwick (Foreword), Nancy K. Miller (Goodreads Author) (Editor), Carolyn G. Heilbrun (Editor)",9780231082730
Cross Bones,Kathy Reichs (Goodreads Author),9780743453028
On Fire,Larry Brown,9780446671149
Yankee Bride/Rebel Bride,Jane Peart,9780786268979
Moon of Three Rings,Andre Norton,9999999999999
The Killing Hour,Lisa Gardner (Goodreads Author),9780553584523
The Search,Nora Roberts (Goodreads Author),9780399156571
Dispatch,Bentley Little,9780451216779
Special Problems in the Study of Sufi Ideas,Idries Shah,9780900860218
Naked,Mike Leigh,9780571202645
Red Phoenix,"Larry Bond, Patrick Larkin (Goodreads Author)",9780446359689
Pandora Hearts 10,"Jun Mochizuki, Jun Mochizuki",9784757527355
The Dance of Time,"Eric Flint, David Drake",9781416521372
True Hallucinations,Terence McKenna,9780062506528
The Creative License: Giving Yourself Permission to Be The Artist You Truly Are,Danny Gregory (Goodreads Author),9781401307929
What It Is,Lynda Barry,9781897299357
Plenty,Yotam Ottolenghi (Goodreads Author),9780091933685
Prince of Hazel and Oak,John Lenahan,9780007425594
What We Keep,Elizabeth Berg,9780345423290
Diana with Love,Nigel Langdon,9781853049798
Below the Root,Zilpha Keatley Snyder,9780595370313
Battle Lines,Will Hill (Goodreads Author),9781595144089
Right From Wrong,Josh McDowell,9780849936043
Double Star,Robert A. Heinlein,9780345330130
Bad Samaritans: The Myth of Free Trade and the Secret History of Capitalism,Ha-Joon Chang,9781596913998
Whisper Falls,Toni Blake (Goodreads Author),9999999999999
Cat on a Blue Monday,Carole Nelson Douglas (Goodreads Author),9780812534412
Legacy,Jeanne C. Stein,9780441016266
Lies in Blood,Angela M. Hudson (Goodreads Author),9780987192561
Crush Control,Jennifer Jabaley (Goodreads Author),9781595144249
The Tracker,"Tom Brown Jr., William Jon Watkins (As Told to)",9780425101339
Dragonfly: NASA and the Crisis Aboard Mir,Bryan Burrough,9781841150871
Deliver,Pam Godwin (Goodreads Author),B00IOVUKNE
Ecology,"Michael L. Cain, William D. Bowman",9780878930838
"Black Butler, Vol. 11",Yana Toboso,9786020003696
Working God's Mischief,Glen Cook,9780765334206
As We Are Now,May Sarton,9780393309577
Ağrıdağı Efsanesi,Yaşar Kemal,9789750807413
"Ein Mitbewohner zum Verlieben: Was sich liebt, das neckt sich",Fiona Winter (Goodreads Author),B01J3P3KPY
Taking the Fall: Vol 2,Alexa Riley (Goodreads Author),B00WHGCDPU
The Fortune of War,Patrick O'Brian,9780393308136
Från en demons båge,Bruno K. Öijer,9999999999999
Lord Byron: The Major Works,Lord Byron,9780192840400
Going Home,James D. Shipman (Goodreads Author),9780692230084
Wanderungen mit Robert Walser,"Carl Seelig, Elio Fröhlich (Nachwort)",9783518015544
The Bunny Rabbit Show!,Sandra Boynton,9780761180609
The Lonely Furrow,Norah Lofts,9780385116497
Boredom,"Alberto Moravia, Angus Davidson (Translator), William Weaver (Introduction)",9781590171219
Chronic City,Jonathan Lethem,9780307277527
Die Letzten Eiskrieger,Bernhard Hennen,9783453270015
The Jewel of Vishnu,RK Singh,9780648449201
The Measly Middle Ages,"Terry Deary, Martin Brown (Illustrator)",9780590498487
For the Blood of a Crow,T.S. Joyce (Goodreads Author),B07DPMTJBF
The Last Days of Night,Graham Moore (Goodreads Author),9780812988901
"Jesus, the Final Days: What Really Happened","Craig A. Evans, N.T. Wright",9780664233594
A Season on the Wind: Inside the World of Spring Migration,Kenn Kaufman,9781328566423
Tigers in Red Weather,Liza Klaussmann (Goodreads Author),9780316211321
Withering Hope,Layla Hagen (Goodreads Author),B00SF3OACS
Tango,Sławomir Mrożek,9788373922846
Hope As Old As Fire,Steven Charleston (Goodreads Author),9780985141905
Le Vieux Chagrin,Jacques Poulin,9782868694713
National Hero,Jennifer Li Shotz,9780062802477
Alfred Hitchcock and the Three Investigators Series,"Robert Arthur, William Arden",9780394840055
"xxxHolic, Vol. 5","CLAMP, William Flanagan (Translator)",9780345477897
Rent,Jonathan Larson,9780688154370
Moe the Dog in Tropical Paradise,"Diane Stanley, Elise Primavera (Goodreads Author)",9780698117617
Pitch Black: Color Me Lost,Melody Carlson,9781576835326
A Breed of Women,Fiona Kidman,9780140106190
The Bestseller,Olivia Goldsmith,9780061096082
Devil Bones,Kathy Reichs (Goodreads Author),9780743294386
Folly's Bride,Jane Peart,9780061043147
The Seeker,Stephenie Meyer,9999999999999
This Is the Way the World Ends,James K. Morrow,9780156002080
Unraveled,Gena Showalter (Goodreads Author),9780373210220
The Best of the Spirit,"Will Eisner, Neil Gaiman (Goodreads Author) (Introduction)",9781401207557
Forerunner Foray,Andre Norton,9780441246205
The Fallon Blood,"Robert Jordan, Reagan O'Neal",9780312859732
The Resort,Bentley Little,9780451212801
Wisdom of the Idiots,Idries Shah,9780863040467
Veruschka: Transfigurations,"Vera Lehndorff, Susan Sontag",9780821216378
"Henry IV, Part 2",William Shakespeare,9780553212945
"Pandora Hearts, Volume 8",Jun Mochizuki,9784757525269
Fortune's Stroke,"Eric Flint, David Drake",9780671319984
Madhur Jaffrey's World Vegetarian: More Than 650 Meatless Recipes from Around the World,Madhur Jaffrey,9780609809235
"Dis Ek, Anna",Elbie Lötter,9780624042266
Taken on Trust,Terry Waite,9780340609699
Disney's - Cinderella (Disney Classics),"Walt Disney Company, Lisa Ann Marsoli",9781570820175
Life Traveler,Windy Ariestanty (Goodreads Author),9789797804442
Library of Famous Women - Princess Diana (Library of Famous Women),"Renora Licata, Licata",9781567110135
One Enchanted Evening,Lynn Kurland,9780515147919
Beautiful Creatures : The Official Illustrated Movie Companion,Mark Cotta Vaz,9780316245197
Let Me Off at the Top!: My Classy Life and Other Musings,"Ron Burgundy (Pseudonym), Will Ferrell",9780804139571
The Black Jacobins: Toussaint L'Ouverture and the San Domingo Revolution,C.L.R. James,9780679724674
The Illuminator,Brenda Rickman Vantrease,9780312331924
By His Desire,Kate Grey (Goodreads Author),B0082ZE4R0
Blind Descent,Nevada Barr,9780380728268
Chosen,Jeanne C. Stein,9780441019175
Treasure Your Love,J.C. Reed (Goodreads Author),B00FVAKOY6
"Little House on a Small Planet: Simple Homes, Cozy Retreats, and Energy Efficient Possibilities","Shay Salomon, Nigel Valdez (Photographer), Frances Moore Lappé (Foreword by)",9781592288687
The Manchester Man,Isabella Varley Banks,9780859720540
The Bite Before Christmas,"Lynsay Sands (Goodreads Author), Jeaniene Frost (Goodreads Author)",9780062101310
Feast Day of Fools,James Lee Burke,9781451643114
Palingenesis,J. Lewis Bennett (Goodreads Author),B00DD70SJ0
"Black Butler, Vol. 12",Yana Toboso,9786020015316
T2: Rising Storm,S.M. Stirling,9780380808175
Ringworld's Children,Larry Niven,9780765341020
Hausfrau,Jill Alexander Essbaum (Goodreads Author),9780812997538
Kiss of the Vampire,Lee Weathersby,9780821736937
The House on the Borderland,"William Hope Hodgson, Felbrigg Napoleon Herriot (Narrator)",9781426438288
Yer Demir Gök Bakır,Yaşar Kemal,9781860461057
Cocky Bastard,"Penelope Ward (Goodreads Author), Vi Keeland (Goodreads Author)",9781515303947
Böse Absichten,Keigo Higashino,9783608980271
Taking What's His,Alexa Riley (Goodreads Author),B015S1FJY2
Hogwarts: An Incomplete and Unreliable Guide,J.K. Rowling,B01JLXET7G
The Far Side of the World,Patrick O'Brian,9780393308624
Brain Wave,Poul Anderson,9999999999999
The Legend of The Holy Drinker,"Joseph Roth, Michael Hofmann (translator)",9781862074712
"The Great Plague: The Diary of Alice Paynton, London, 1665-1666",Pamela Oldfield,9780439992282
Longshot,"Ann Nocenti, Arthur Adams, Whilce Portacio",9780871355683
Die Windgängerin,Bernhard Hennen,9783453533455
Zena: Soldier,Edward Lake (Goodreads Author),B07K8SRM1N
Parcells: A Football Life,"Bill Parcells, Nunyo Demasio (Goodreads Author)",9780385346351
For the Hope of a Crow,T.S. Joyce (Goodreads Author),B07D4MGBW1
The Kind Worth Killing,Peter Swanson (Goodreads Author),9780062267528
Jesus and His World: The Archaeological Evidence,Craig A. Evans,9780664234133
The Serengeti Rules: The Quest to Discover How Life Works and Why It Matters,Sean B. Carroll,9780691167428
Stolen by an Alien,Amanda Milo (Goodreads Author),B0722HD7T1
The Missing Sister,Elle Marr (Goodreads Author),B07QYMXX41
Candida,"George Bernard Shaw, Peter Gahan (Introduction)",9780143039785
Exit Strategy,Martha Wells (Goodreads Author),B078X1N8VF
October Light,"John Gardner, Tom Bissell (Introduction)",9780811216371
The Tapestry Cats,Ann Turnbull,9780517128879
Paddy's Puzzle,Fiona Kidman,9780434391981
Eden Close,Anita Shreve,9780156031332
Fortunes of Richard Mahony,Henry Handel Richardson,9780848259631
Krajina a revoluce,"Jiří Sádlo, Václav Cílek, Petr Pokorný, Pavel Hájek, Dagmar Dreslerová",9788086776064
The Eyes of Innocence,Tika Newman (Goodreads Author),9780982150702
City of Truth,James K. Morrow,9780156180429
"Keep the Lights Burning, Abbie","Peter Roop, Connie Roop, Peter E. Hanson (Illustrator)",9780876144541
American Lion: Andrew Jackson in the White House,Jon Meacham,9781400063253
The Culture of Lies: Antipolitical Essays,"Dubravka Ugrešić, Celia Hawkesworth (Translator)",9780271018478
"Fables, Vol. 4: March of the Wooden Soldiers","Bill Willingham (Goodreads Author) (Writer), Mark Buckingham (Artist), Craig Hamilton (Artist), Steve Leialoha (Artist), P. Craig Russell (Artist)",9781401202224
"Pandora Hearts, Volume 9",Jun Mochizuki,9784757526310
Falling Cloudberries: A World of Family Recipes,Tessa Kiros,9781552857298
Cross Roads,William Paul Young,9781455516049
Animals in Translation: Using the Mysteries of Autism to Decode Animal Behavior,"Temple Grandin, Catherine Johnson",9780156031448
Merde Happens,Stephen Clarke,9780593056318
"Mickey Mouse, Vol. 1: Race to Death Valley","Floyd Gottfredson, Al Taliaferro (Inker), Ub Iwerks (Penciller), Giorgio Scudellari (Contributor), Frank Behmak (Contributor), Alberto Becattini (Contributor), David Gerstein (Editor), Gary Groth (Editor), more…",9781606994412
